,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_0,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_16,
2012/04/04 08:50:22.226,-26.772784883225,,
2012/04/04 09:21:13.168,,-21.597907259964,
2012/04/04 09:40:19.082,-26.879541807165,,
2012/04/04 09:49:09.548,-26.77692687203,,
2012/04/04 10:21:49.644,,-21.597863833541,
2012/04/04 10:49:18.571,-26.821981616723,,
2012/04/04 11:21:52.871,,-21.590192890044,
2012/04/04 11:49:28.033,-26.767708233082,,
2012/04/04 12:22:16.989,,-21.594024926564,
2012/04/04 12:49:28.525,-26.838159104985,,
2012/04/04 13:22:17.372,,-21.593582891339,
2012/04/04 13:49:33.612,-26.818308256297,,
2012/04/04 14:22:23.880,,-21.590192890044,
2012/04/04 14:49:37.495,-26.805967587341,,
2012/04/04 15:22:25.762,,-21.582543139898,
2012/04/04 15:49:38.033,-26.805924322192,,
2012/04/04 16:22:47.880,,-21.586056606137,
2012/04/04 16:49:47.057,-26.850585768584,,
2012/04/04 17:23:10.903,,-21.590214604019,
2012/04/04 17:49:51.377,-26.797613536214,,
2012/04/04 18:23:20.458,,-21.602650919143,
2012/04/04 18:49:55.792,-26.813377428916,,
2012/04/04 19:23:31.998,,-21.598508869879,
2012/04/04 19:50:22.862,-26.80170000166,,
2012/04/04 20:24:06.068,,-21.592048596257,
2012/04/04 20:50:23.464,-26.821988215957,,
2012/04/04 21:24:14.873,,-21.590924094156,
2012/04/04 21:50:24.285,-26.813305629703,,
2012/04/04 22:24:15.475,,-21.602645137914,
2012/04/04 22:50:32.434,-26.843144556477,,
2012/04/04 23:24:15.640,,-21.598534279785,
2012/04/04 23:50:32.989,-26.839020145344,,
2012/04/05 00:24:24.101,,-21.595118923588,
2012/04/05 00:50:50.904,-26.844607131284,,
2012/04/05 01:24:33.453,,-21.596548882217,
2012/04/05 01:51:26.724,-26.826593028372,,
2012/04/05 02:24:33.508,,-21.594995825587,
2012/04/05 02:51:26.888,-26.827619648183,,
2012/04/05 03:25:22.235,,-21.610965428607,
2012/04/05 03:51:27.272,-26.79251752392,,
2012/04/05 04:25:26.118,,-21.602738923445,
2012/04/05 04:51:36.514,-26.814174837225,,
2012/04/05 05:25:31.423,,-21.595039254897,
2012/04/05 05:52:12.225,-26.786982418609,,
2012/04/05 06:25:36.181,,-21.610982799676,
2012/04/05 06:52:12.499,-26.838981789762,,
2012/04/05 07:25:40.721,,-21.595039254897,
2012/04/05 07:52:25.460,-26.789741114416,,
2012/04/05 08:25:46.026,,-21.602753707372,
2012/04/05 08:52:30.219,-26.830735406181,,
2012/04/05 09:25:51.311,,-21.603268636699,
2012/04/05 09:52:30.692,-26.822838111633,,
2012/04/05 10:25:55.085,,-21.597839982171,
2012/04/05 10:52:40.044,-26.811377275484,,
2012/04/05 11:26:22.046,,-21.610964781812,
2012/04/05 11:40:12.854,-26.912610459178,,
2012/04/05 11:48:41.991,-26.805923861925,,
2012/04/05 12:26:22.102,,-21.603268636699,
2012/04/05 12:49:16.718,-26.851360683913,,
2012/04/05 13:26:58.688,,-21.597670220182,
2012/04/05 13:49:22.788,-26.781542641297,,
2012/04/05 14:27:19.086,,-21.595039254897,
2012/04/05 14:49:43.187,-26.851447212953,,
2012/04/05 15:27:24.173,,-21.590889812678,
2012/04/05 15:49:48.383,-26.814165862032,,
2012/04/05 16:27:29.446,,-21.595039254897,
2012/04/05 16:50:09.078,-26.82663583297,,
2012/04/05 17:27:35.845,,-21.592981675179,
2012/04/05 17:50:26.524,-26.792517200056,,
2012/04/05 18:27:39.494,,-21.595126113517,
2012/04/05 18:50:43.735,-26.840062939395,,
2012/04/05 19:27:44.799,,-21.59092455617,
2012/04/05 19:50:53.197,-26.792928970785,,
2012/04/05 20:27:44.964,,-21.590924556171,
2012/04/05 20:50:53.689,-26.827109898751,,
2012/04/05 21:28:03.612,,-21.595028397569,
2012/04/05 21:51:01.291,-26.785168948555,,
2012/04/05 22:28:12.418,,-21.582695143064,
2012/04/05 22:51:03.096,-26.839063410035,,
2012/04/05 23:28:16.410,,-21.598508869879,
2012/04/05 23:51:56.307,-26.802168581528,,
2012/04/06 00:28:20.949,,-21.595039254897,
2012/04/06 00:52:24.472,-26.825857312033,,
2012/04/06 01:28:30.083,,-21.588325151914,
2012/04/06 01:52:32.948,-26.789779892093,,
2012/04/06 02:28:59.013,,-21.590881126805,
2012/04/06 02:53:00.785,-26.848471367368,,
2012/04/06 03:29:18.529,,-21.590881126805,
2012/04/06 03:53:09.035,-26.781007121071,,
2012/04/06 04:29:24.599,,-21.587100116679,
2012/04/06 04:53:09.528,-26.793367277766,,
2012/04/06 05:29:26.295,,-21.587067060884,
2012/04/06 05:53:09.583,-26.854195984237,,
2012/04/06 06:29:45.709,,-21.590881126805,
2012/04/06 06:53:10.841,-26.793926874965,,
2012/04/06 07:29:50.249,,-21.590881126805,
2012/04/06 07:53:14.943,-26.83530825243,,
2012/04/06 08:29:53.038,,-21.591203778037,
2012/04/06 08:53:19.263,-26.83894742384,,
2012/04/06 09:30:44.499,,-21.603290351299,
2012/04/06 09:53:28.287,-26.780987731741,,
2012/04/06 10:30:50.132,,-21.591225262063,
2012/04/06 10:43:43.627,-26.884981200058,,
2012/04/06 11:30:53.687,,-21.603268636699,
2012/04/06 11:43:52.214,-26.880515312136,,
2012/04/06 12:06:58.205,-26.779150680269,,
2012/04/06 12:30:57.763,,-21.595039254897,
2012/04/06 13:06:58.778,-26.839407421212,,
2012/04/06 13:31:23.628,,-21.599440184224,
2012/04/06 14:06:58.942,-26.772705716367,,
2012/04/06 14:31:35.605,,-21.599585078398,
2012/04/06 15:07:17.263,-26.815384510802,,
2012/04/06 15:31:41.129,,-21.599498218474,
2012/04/06 16:07:17.427,-26.814209127067,,
2012/04/06 16:31:51.137,,-21.600799667143,
2012/04/06 17:07:17.482,-26.841938169905,,
2012/04/06 17:32:18.207,,-21.594999561662,
2012/04/06 18:07:26.178,-26.797681840098,,
2012/04/06 18:32:18.481,,-21.599581058847,
2012/04/06 19:07:45.702,-26.843198407139,,
2012/04/06 19:32:26.958,,-21.583716402799,
2012/04/06 20:08:03.366,-26.769019580267,,
2012/04/06 20:32:36.091,,-21.602070949513,
2012/04/06 20:46:26.680,-26.875074856237,,
2012/04/06 21:32:45.432,,-21.603268636699,
2012/04/06 21:46:27.373,-26.827095289919,,
2012/04/06 22:32:46.137,,-21.603377209697,
2012/04/06 22:46:36.288,-26.839469864669,,
2012/04/06 23:32:46.192,,-21.599554770176,
2012/04/06 23:46:45.312,-26.826554670532,,
2012/04/07 00:33:01.778,,-21.603355495097,
2012/04/07 00:46:45.804,-26.849609109299,,
2012/04/07 01:33:04.021,,-21.601468292838,
2012/04/07 01:47:03.797,-26.827055816794,,
2012/04/07 02:33:04.732,,-21.60164416972,
2012/04/07 02:47:22.336,-26.853927530441,,
2012/04/07 03:33:13.100,,-21.603398462283,
2012/04/07 03:47:48.750,-26.77732135391,,
2012/04/07 04:33:17.202,,-21.60369983363,
2012/04/07 04:47:57.555,-26.85141836994,,
2012/04/07 05:33:22.397,,-21.603268636699,
2012/04/07 05:48:07.235,-26.810561236384,,
2012/04/07 06:33:31.547,,-21.603739667046,
2012/04/07 06:48:41.851,-26.851877956233,,
2012/04/07 07:33:31.693,,-21.607473845816,
2012/04/07 07:49:01.374,-26.79388360894,,
2012/04/07 08:33:33.936,,-21.607513607206,
2012/04/07 08:49:01.539,-26.851890878324,,
2012/04/07 09:34:07.569,,-21.605616588864,
2012/04/07 09:49:09.250,-26.847735538509,,
2012/04/07 10:02:49.339,-26.745074756996,,
2012/04/07 10:34:12.327,,-21.612016188035,
2012/04/07 10:49:19.805,-26.84848431712,,
2012/04/07 11:34:32.616,,-21.603743263537,
2012/04/07 11:49:34.079,-26.781456108904,,
2012/04/07 12:34:37.484,,-21.60378699366,
2012/04/07 12:49:38.728,-26.835265447248,,
2012/04/07 13:34:45.414,,-21.601468292838,
2012/04/07 13:49:57.048,-26.757498176496,,
2012/04/07 14:35:01.984,,-21.60369983363,
2012/04/07 14:43:56.825,-26.863611900213,,
2012/04/07 15:35:06.450,,-21.603785769401,
2012/04/07 15:44:05.840,-26.840322628009,,
2012/04/07 16:16:05.241,-26.73683248015,,
2012/04/07 16:35:25.921,,-21.611987234838,
2012/04/07 16:43:39.636,-26.847627835576,,
2012/04/07 17:35:30.351,,-21.612036103981,
2012/04/07 17:43:54.238,-26.822880916985,,
2012/04/07 18:35:50.312,,-21.612016188035,
2012/04/07 18:43:57.246,-26.876710962927,,
2012/04/07 19:35:57.586,,-21.60430168183,
2012/04/07 19:44:04.629,-26.839450686608,,
2012/04/07 20:35:57.750,,-21.601468292838,
2012/04/07 20:44:16.059,-26.86552251038,,
2012/04/07 21:36:07.211,,-21.615742957374,
2012/04/07 21:44:34.052,-26.853820382744,,
2012/04/07 22:09:27.667,-26.752877964749,,
2012/04/07 22:36:08.141,,-21.615790408618,
2012/04/07 23:05:56.193,-26.855589557855,,
2012/04/07 23:36:08.197,,-21.60371975034,
2012/04/08 00:06:17.466,-26.780954708087,,
2012/04/08 00:36:08.252,,-21.603398924296,
2012/04/08 01:06:20.022,-26.830821935792,,
2012/04/08 01:36:17.369,,-21.599581482615,
2012/04/08 02:06:43.920,-26.74788680756,,
2012/04/08 02:36:17.862,,-21.595126113516,
2012/04/08 02:39:47.533,-26.850542965716,,
2012/04/08 03:36:22.620,,-21.595082684207,
2012/04/08 03:39:56.556,-26.868103088237,,
2012/04/08 04:04:07.406,-26.764886032028,,
2012/04/08 04:36:26.831,,-21.603268636699,
2012/04/08 05:04:14.243,-26.838116301947,,
2012/04/08 05:36:27.324,,-21.587088775948,
2012/04/08 06:01:41.502,-26.731832148582,,
2012/04/08 06:36:27.489,,-21.59499942053,
2012/04/08 06:46:50.375,-26.83814468389,,
2012/04/08 07:36:27.872,,-21.590838159453,
2012/04/08 07:46:50.977,-26.76864242866,,
2012/04/08 08:36:29.021,,-21.582608284113,
2012/04/08 08:46:55.626,-26.826507419173,,
2012/04/08 09:36:34.216,,-21.582564854636,
2012/04/08 09:47:00.534,-26.800889518896,,
2012/04/08 10:36:36.658,,-21.582521425159,
2012/04/08 10:47:05.232,-26.821547340139,,
2012/04/08 11:37:04.494,,-21.580293886181,
2012/04/08 11:47:12.834,-26.776025046489,,
2012/04/08 12:37:22.159,,-21.582553997267,
2012/04/08 12:47:16.936,-26.833156023341,,
2012/04/08 13:37:41.026,,-21.570090406421,
2012/04/08 13:47:19.398,-26.825689128569,,
2012/04/08 14:37:49.722,,-21.593582891339,
2012/04/08 14:47:27.218,-26.821503616374,,
2012/04/08 15:37:49.996,,-21.575149555201,
2012/04/08 15:47:27.930,-26.850116303435,,
2012/04/08 16:24:56.337,-26.74788680756,,
2012/04/08 16:38:08.207,,-21.573128083145,
2012/04/08 16:38:46.925,-26.853837921753,,
2012/04/08 17:38:53.324,,-21.577005118934,
2012/04/08 17:38:55.402,-26.884110682106,,
2012/04/08 17:54:04.631,-26.780196198184,,
2012/04/08 18:39:05.410,,-21.585998824068,
2012/04/08 18:54:13.680,-26.79263705311,,
2012/04/08 19:38:55.603,-26.898889754,,
2012/04/08 19:39:10.806,,-21.577718880332,
2012/04/08 19:48:58.693,-26.788494760657,,
2012/04/08 20:39:31.751,,-21.577718880332,
2012/04/08 20:49:16.685,-26.859873723945,,
2012/04/08 21:39:39.025,,-21.570170084272,
2012/04/08 21:49:18.490,-26.853866456032,,
2012/04/08 22:39:39.408,,-21.573521029436,
2012/04/08 22:49:24.233,-26.82081622213,,
2012/04/08 23:40:41.697,,-21.568100522443,
2012/04/08 23:50:20.834,-26.835945356204,,
2012/04/09 00:40:42.299,,-21.577704387653,
2012/04/09 00:50:21.108,-26.858094128844,,
2012/04/09 01:40:51.323,,-21.573587141901,
2012/04/09 01:50:27.179,-26.833156023341,,
2012/04/09 02:41:10.081,,-21.573587424433,
2012/04/09 02:50:47.796,-26.845582299407,,
2012/04/09 03:41:11.339,,-21.565244822668,
2012/04/09 03:50:48.507,-26.787578321326,,
2012/04/09 04:41:15.641,,-21.573517438266,
2012/04/09 04:51:23.981,-26.83464844228,,
2012/04/09 05:41:22.258,,-21.565244822668,
2012/04/09 05:51:24.692,-26.832693452162,,
2012/04/09 06:41:30.407,,-21.565244822668,
2012/04/09 06:51:34.372,-26.84932254816,,
2012/04/09 07:41:37.681,,-21.561086792791,
2012/04/09 07:51:43.177,-26.778859340301,,
2012/04/09 08:41:45.611,,-21.568715332973,
2012/04/09 08:51:51.982,-26.822605020233,,
2012/04/09 09:41:13.401,-26.923741327411,,
2012/04/09 09:42:05.353,,-21.563656256035,
2012/04/09 09:50:18.741,-26.816157444125,,
2012/04/09 10:42:05.518,,-21.568635659787,
2012/04/09 10:50:27.218,-26.845151693764,,
2012/04/09 11:42:05.682,,-21.560486403402,
2012/04/09 11:50:32.304,-26.77523788005,,
2012/04/09 12:42:18.097,,-21.568715332973,
2012/04/09 12:50:49.968,-26.820758232498,,
2012/04/09 13:42:23.912,,-21.552813683497,
2012/04/09 13:50:50.315,-26.807912640299,,
2012/04/09 14:42:33.592,,-21.560471619768,
2012/04/09 14:50:58.464,-26.836867649859,,
2012/04/09 15:42:42.178,,-21.568715332973,
2012/04/09 15:50:59.613,-26.816118675097,,
2012/04/09 16:42:50.655,,-21.568715332973,
2012/04/09 16:50:59.886,-26.803687993233,,
2012/04/09 17:42:58.585,,-21.565331679235,
2012/04/09 17:51:07.816,-26.778878728236,,
2012/04/09 18:43:10.125,,-21.572846659477,
2012/04/09 18:51:09.184,-26.836945180268,,
2012/04/09 19:43:10.398,,-21.568737046379,
2012/04/09 19:51:09.349,-26.76273952648,,
2012/04/09 20:43:10.672,,-21.565310937643,
2012/04/09 20:51:09.732,-26.834120717421,,
2012/04/09 21:43:10.946,,-21.576730645314,
2012/04/09 21:51:10.990,-26.775130183448,,
2012/04/09 22:43:20.607,,-21.570356751558,
2012/04/09 22:51:18.682,-26.820729697916,,
2012/04/09 23:43:20.881,,-21.57362697888,
2012/04/09 23:51:26.831,-26.799976243686,,
2012/04/10 00:43:20.936,,-21.577675914215,
2012/04/10 00:51:29.839,-26.80004297823,,
2012/04/10 01:43:21.100,,-21.581109299537,
2012/04/10 01:51:30.332,-26.808341681761,,
2012/04/10 02:43:27.171,,-21.585346835878,
2012/04/10 02:51:30.496,-26.76780477006,,
2012/04/10 03:39:30.431,-26.870427493249,,
2012/04/10 03:43:31.163,,-21.581149133847,
2012/04/10 03:52:14.957,-26.763964373124,,
2012/04/10 04:40:10.298,-26.866292649847,,
2012/04/10 04:43:40.297,,-21.581210681466,
2012/04/10 05:40:15.931,-26.875555227793,,
2012/04/10 05:43:48.883,,-21.58600594013,
2012/04/10 06:01:24.782,-26.772419050657,,
2012/04/10 06:43:14.813,-26.874102414052,,
2012/04/10 06:43:49.485,,-21.597356700618,
2012/04/10 07:43:16.162,-26.869918092886,,
2012/04/10 07:43:53.021,,-21.597907414644,
2012/04/10 07:51:04.284,-26.766581946976,,
2012/04/10 08:42:48.654,-26.867542598536,,
2012/04/10 08:44:01.060,,-21.597820407118,
2012/04/10 09:42:52.537,-26.857577718496,,
2012/04/10 09:44:08.006,,-21.606179520954,
2012/04/10 10:06:40.091,-26.750398526926,,
2012/04/10 10:43:43.123,-26.857491196717,,
2012/04/10 10:44:34.858,,-21.603069334613,
2012/04/10 11:43:52.804,-26.811077520793,,
2012/04/10 11:44:56.022,,-21.598508869879,
2012/04/10 12:44:11.452,-26.802068486038,,
2012/04/10 12:45:04.499,,-21.606136094641,
2012/04/10 13:44:26.382,-26.787162925724,,
2012/04/10 13:45:11.226,,-21.608622111487,
2012/04/10 14:44:38.031,-26.787570843929,,
2012/04/10 14:45:20.796,,-21.597907259964,
2012/04/10 15:44:43.992,-26.787592588768,,
2012/04/10 15:45:29.820,,-21.60806252251,
2012/04/10 16:45:05.030,-26.765533778068,,
2012/04/10 16:45:38.717,,-21.5984220142,
2012/04/10 17:45:16.351,-26.76273952648,,
2012/04/10 17:45:38.772,,-21.598575092449,
2012/04/10 18:45:23.624,-26.746213971675,,
2012/04/10 18:45:38.937,,-21.606049242015,
2012/04/10 19:19:31.986,-26.853830558068,,
2012/04/10 19:45:40.086,,-21.598588534683,
2012/04/10 20:05:38.937,-26.750399447417,,
2012/04/10 20:45:48.891,,-21.603620297712,
2012/04/10 21:04:27.462,-26.856613416163,,
2012/04/10 21:46:00.758,,-21.598508869879,
2012/04/10 22:04:06.189,-26.755313419319,,
2012/04/10 22:46:16.672,,-21.602752783376,
2012/04/10 23:04:18.931,-26.843305557069,,
2012/04/10 23:46:31.274,,-21.598526887812,
2012/04/11 00:04:36.158,-26.771023902525,,
2012/04/11 00:46:34.720,,-21.610247745774,
2012/04/11 01:04:37.307,-26.833120125138,,
2012/04/11 01:46:43.743,,-21.606057282636,
2012/04/11 02:04:50.485,-26.746170708536,,
2012/04/11 02:47:08.297,,-21.598523345826,
2012/04/11 03:04:58.524,-26.834016872817,,
2012/04/11 03:47:56.805,,-21.609249101433,
2012/04/11 04:01:47.065,-26.730459285595,,
2012/04/11 04:47:56.860,,-21.606179520954,
2012/04/11 05:01:54.995,-26.787592588768,,
2012/04/11 05:48:02.165,,-21.590278821944,
2012/04/11 06:01:56.691,-26.787635851334,,
2012/04/11 06:48:05.798,,-21.59027241652,
2012/04/11 07:02:14.761,-26.828985096103,,
2012/04/11 07:48:06.291,,-21.590278821944,
2012/04/11 08:02:18.098,-26.733765669105,,
2012/04/11 08:42:17.442,-26.833998923132,,
2012/04/11 08:48:06.783,,-21.590214604019,
2012/04/11 09:42:17.934,-26.858138310894,,
2012/04/11 09:48:15.479,,-21.603335250268,
2012/04/11 09:53:42.508,-26.755386261787,,
2012/04/11 10:48:24.162,,-21.606186366897,
2012/04/11 10:53:46.375,-26.776025046489,,
2012/04/11 11:48:24.540,,-21.597907259964,
2012/04/11 11:53:51.351,-26.799553282811,,
2012/04/11 12:48:25.689,,-21.597820407118,
2012/04/11 12:54:00.593,-26.770985124574,,
2012/04/11 13:48:34.057,,-21.595762964141,
2012/04/11 13:54:09.398,-26.783580213305,,
2012/04/11 14:48:34.549,,-21.593677030858,
2012/04/11 14:54:28.047,-26.765067778169,,
2012/04/11 15:35:48.109,-26.866249388369,,
2012/04/11 15:48:52.542,,-21.594026629662,
2012/04/11 15:58:43.163,-26.762826052299,,
2012/04/11 16:48:52.816,,-21.588092177766,
2012/04/11 16:59:20.186,-26.853866456032,,
2012/04/11 17:49:00.855,,-21.597820407118,
2012/04/11 17:51:55.307,-26.751214341909,,
2012/04/11 18:41:25.366,-26.853837614933,,
2012/04/11 18:49:02.004,,-21.598588534683,
2012/04/11 19:41:36.409,-26.812445453542,,
2012/04/11 19:49:14.851,,-21.606049242015,
2012/04/11 20:42:01.990,-26.76893463098,,
2012/04/11 20:49:37.643,,-21.606049242015,
2012/04/11 21:41:43.342,-26.869985737305,,
2012/04/11 21:49:38.136,,-21.594046545951,
2012/04/11 21:50:52.510,-26.767761814085,,
2012/04/11 22:49:52.191,,-21.597820407118,
2012/04/11 22:50:53.440,-26.800019045842,,
2012/04/11 23:49:56.621,,-21.5902725579,
2012/04/11 23:51:01.808,-26.795791294544,,
2012/04/12 00:50:05.754,,-21.590192890044,
2012/04/12 00:51:01.863,-26.80827115136,,
2012/04/12 01:50:12.918,,-21.590149924092,
2012/04/12 01:51:21.059,-26.778086301744,,
2012/04/12 02:50:19.755,,-21.590192890044,
2012/04/12 02:51:29.098,-26.808251173719,,
2012/04/12 03:50:23.747,,-21.588092177766,
2012/04/12 03:51:38.231,-26.758988167744,,
2012/04/12 04:50:42.305,,-21.597798693906,
2012/04/12 04:51:38.299,-26.808772108505,,
2012/04/12 05:50:51.400,,-21.59017841406,
2012/04/12 05:51:39.306,-26.758988167744,,
2012/04/12 06:51:00.971,,-21.593705981844,
2012/04/12 06:51:49.861,-26.82081530166,,
2012/04/12 07:51:19.510,,-21.589828871861,
2012/04/12 07:51:56.041,-26.775155381692,,
2012/04/12 08:51:28.425,,-21.592152827699,
2012/04/12 08:52:16.221,-26.79587689897,,
2012/04/12 09:51:34.277,,-21.593662555365,
2012/04/12 09:53:00.792,-26.73577540491,,
2012/04/12 10:44:18.803,-26.84513438934,,
2012/04/12 10:51:46.801,,-21.59114661381,
2012/04/12 11:44:18.968,-26.84148347469,,
2012/04/12 11:52:04.574,,-21.588550948263,
2012/04/12 12:03:55.398,-26.730459285595,,
2012/04/12 12:52:17.317,,-21.586034892134,
2012/04/12 13:01:12.157,-26.833156023341,,
2012/04/12 13:52:22.914,,-21.595763195133,
2012/04/12 14:01:16.140,-26.742929641761,,
2012/04/12 14:52:25.714,,-21.590192890044,
2012/04/12 15:01:34.117,-26.808279390803,,
2012/04/12 15:52:59.129,,-21.590192890044,
2012/04/12 16:01:38.766,-26.776025046489,,
2012/04/12 16:53:16.793,,-21.588821367322,
2012/04/12 17:01:52.712,-26.792633024696,,
2012/04/12 17:53:23.192,,-21.590192890044,
2012/04/12 18:02:17.813,-26.780167355459,,
2012/04/12 18:53:27.841,,-21.590236317994,
2012/04/12 19:02:22.243,-26.78845195694,,
2012/04/12 19:53:35.333,,-21.590278821945,
2012/04/12 20:02:38.267,-26.746185129583,,
2012/04/12 20:53:35.498,,-21.590279745943,
2012/04/12 21:02:47.072,-26.82892831683,,
2012/04/12 21:54:11.427,,-21.594138841888,
2012/04/12 22:02:47.674,-26.781048143144,,
2012/04/12 22:54:21.107,,-21.590920961921,
2012/04/12 23:02:55.519,-26.838159104985,,
2012/04/12 23:54:29.793,,-21.582608284113,
2012/04/13 00:02:11.353,-26.735502134277,,
2012/04/13 00:41:26.729,-26.846400749944,,
2012/04/13 00:54:41.114,,-21.602658258648,
2012/04/13 01:41:30.065,-26.808749422967,,
2012/04/13 01:54:48.607,,-21.590895449255,
2012/04/13 02:41:38.760,-26.867111313726,,
2012/04/13 02:54:51.287,,-21.602630815985,
2012/04/13 03:41:48.769,-26.833112761405,,
2012/04/13 03:54:55.717,,-21.610293930412,
2012/04/13 04:08:25.524,-26.731316824408,,
2012/04/13 04:42:16.933,-26.834016872817,,
2012/04/13 04:55:00.694,,-21.602666851806,
2012/04/13 05:42:22.129,-26.834016872817,,
2012/04/13 05:55:06.983,,-21.595118923588,
2012/04/13 06:07:27.447,-26.731331246468,,
2012/04/13 06:55:10.648,,-21.602666851806,
2012/04/13 07:03:06.535,-26.833112761405,,
2012/04/13 07:55:45.812,,-21.602666851806,
2012/04/13 07:56:21.577,-26.723161368435,,
2012/04/13 08:39:33.291,-26.82901392035,,
2012/04/13 08:55:50.879,,-21.59855183572,
2012/04/13 09:39:51.831,-26.895272489838,,
2012/04/13 09:48:42.843,-26.792811704617,,
2012/04/13 09:55:58.043,,-21.602666851806,
2012/04/13 10:48:57.663,-26.838115841699,,
2012/04/13 10:56:05.973,,-21.594995825587,
2012/04/13 11:49:01.765,-26.768512631662,,
2012/04/13 11:56:11.497,,-21.594995825587,
2012/04/13 12:49:19.758,-26.81240219132,,
2012/04/13 12:58:05.192,,-21.59855191224,
2012/04/13 13:49:28.782,-26.799941500575,,
2012/04/13 13:58:07.872,,-21.598508869879,
2012/04/13 14:49:29.165,-26.788495220912,,
2012/04/13 14:58:08.802,,-21.582644527907,
2012/04/13 15:49:29.220,-26.80826742464,,
2012/04/13 15:58:09.295,,-21.59011322213,
2012/04/13 16:49:29.384,-26.808226605821,,
2012/04/13 16:58:20.725,,-21.590192890044,
2012/04/13 17:49:56.906,-26.760269678163,,
2012/04/13 17:58:24.403,,-21.590192890044,
2012/04/13 18:50:05.383,-26.807797029614,,
2012/04/13 18:58:29.379,,-21.590192890044,
2012/04/13 19:50:05.766,-26.75394706078,,
2012/04/13 19:58:35.778,,-21.586056606137,
2012/04/13 20:44:32.558,-26.855915860951,,
2012/04/13 20:58:36.161,,-21.584452833191,
2012/04/13 21:44:41.472,-26.841440212869,,
2012/04/13 21:58:36.326,,-21.602021679911,
2012/04/13 22:07:05.354,-26.738744018793,,
2012/04/13 22:59:48.459,,-21.597849358067,
2012/04/13 23:02:42.473,-26.841353689225,,
2012/04/13 23:59:51.576,-26.730459285595,,
2012/04/13 23:59:51.686,,-21.602623424022,
2012/04/14 00:39:00.389,-26.831063341549,,
2012/04/14 00:59:58.194,,-21.599880388506,
2012/04/14 01:39:07.335,-26.858870183564,,
2012/04/14 01:46:57.645,-26.75535668375,,
2012/04/14 01:59:59.015,,-21.590279745943,
2012/04/14 02:46:58.120,-26.778398195695,,
2012/04/14 03:00:16.224,,-21.602623424022,
2012/04/14 03:47:06.487,-26.804629906034,,
